sample_base,carrageenan,matrix,point_index,x_mean,y_mean,y_std,n
i_2S-20ug_mL-mean,iota,water,5,0.735,0.118,,1
i_2S-20ug_mL-mean,iota,water,6,0.716,0.0669,,1
i_2S-20ug_mL-mean,iota,water,7,0.69,0.0315,,1
i_2S-20ug_mL-mean,iota,water,8,0.672,0.0148,,1
i_2S-20ug_mL-mean,iota,water,9,0.65,0.00479,,1
i_2S-20ug_mL-mean,iota,water,10,0.629,1.05,,1
i_2S-20ug_mL-mean,iota,water,11,0.618,1.05,,1
i_2S-20ug_mL-mean,iota,water,12,0.598,1.05,,1
i_2S-20ug_mL-mean,iota,water,13,0.569,1.04,,1
i_2S-20ug_mL-mean,iota,water,14,0.531,1.04,,1
i_2S-20ug_mL-mean,iota,water,15,0.46,1.05,,1
i_2S-20ug_mL-mean,iota,water,16,0.403,1.04,,1
i_2S-20ug_mL-mean,iota,water,17,0.337,1.04,,1
i_2S-20ug_mL-mean,iota,water,18,0.202,1.04,,1
i_2S-20ug_mL-mean,iota,water,19,1.5,1.04,,1
i_2S-20ug_mL-mean,iota,water,20,2.0,1.04,,1
i_2S-20ug_mL-mean,iota,water,21,2.5,1.03,,1
i_2S-20ug_mL-mean,iota,water,22,3.5,1.03,,1
i_2S-20ug_mL-mean,iota,water,23,4.5,1.03,,1
i_2S-20ug_mL-mean,iota,water,24,5.5,1.02,,1
i_2S-20ug_mL-mean,iota,water,25,7.5,1.02,,1
i_2S-20ug_mL-mean,iota,water,26,9.5,1.02,,1
i_2S-20ug_mL-mean,iota,water,27,11.5,1.01,,1
i_2S-20ug_mL-mean,iota,water,28,14.5,1.0,,1
i_2S-20ug_mL-mean,iota,water,29,18.5,0.994,,1
i_2S-20ug_mL-mean,iota,water,30,22.5,0.986,,1
i_2S-20ug_mL-mean,iota,water,31,28.5,0.975,,1
i_2S-20ug_mL-mean,iota,water,32,36.5,0.961,,1
i_2S-20ug_mL-mean,iota,water,33,44.5,0.949,,1
i_2S-20ug_mL-mean,iota,water,34,56.5,0.933,,1
i_2S-20ug_mL-mean,iota,water,35,68.5,0.915,,1
i_2S-20ug_mL-mean,iota,water,36,84.5,0.899,,1
i_2S-20ug_mL-mean,iota,water,37,109.0,0.878,,1
i_2S-20ug_mL-mean,iota,water,38,141.0,0.856,,1
i_2S-20ug_mL-mean,iota,water,39,173.0,0.837,,1
i_2S-20ug_mL-mean,iota,water,40,221.0,0.817,,1
k_1s-100ug_mL,kappa,water,1,0.5870666666666667,0.11403333333333333,0.16285319564974257,3
k_1s-100ug_mL,kappa,water,2,0.7436333333333334,0.11073333333333334,0.1682762708563906,3
k_1s-100ug_mL,kappa,water,3,0.8984666666666666,0.10597,0.1697818032063507,3
k_1s-100ug_mL,kappa,water,4,1.2198666666666667,0.10304999999999999,0.1714342494952511,3
k_1s-100ug_mL,kappa,water,5,1.5442,0.10212333333333333,0.17309974764087133,3
k_1s-100ug_mL,kappa,water,6,1.8665,0.10093933333333333,0.17325791699467394,3
k_1s-100ug_mL,kappa,water,7,2.5283333333333333,0.192806,0.1669756177051009,3
k_1s-100ug_mL,kappa,water,8,3.1927,0.19205033333333335,0.16669737730490342,3
k_1s-100ug_mL,kappa,water,9,3.855066666666667,0.1916783,0.16643811033735634,3
k_1s-100ug_mL,kappa,water,10,4.8564,0.28633333333333333,0.012013880860626715,3
k_1s-100ug_mL,kappa,water,11,6.184966666666667,0.28733333333333333,0.011503622617824914,3
k_1s-100ug_mL,kappa,water,12,7.518166666666667,0.2856666666666667,0.012013880860626724,3
k_1s-100ug_mL,kappa,water,13,10.010633333333333,0.2853333333333333,0.011590225767142453,3
k_1s-100ug_mL,kappa,water,14,12.8377,0.2836666666666667,0.012055427546683406,3
k_1s-100ug_mL,kappa,water,15,15.6708,0.2843333333333333,0.009609023536933029,3
k_1s-100ug_mL,kappa,water,16,20.011433333333333,0.2823333333333333,0.009609023536933029,3
k_1s-100ug_mL,kappa,water,17,24.342133333333333,0.2816666666666667,0.009712534856222296,3
k_1s-100ug_mL,kappa,water,18,30.0065,0.2806666666666667,0.01040832999733065,3
k_1s-100ug_mL,kappa,water,19,39.333333333333336,0.2786666666666667,0.008504900548115367,3
k_1s-100ug_mL,kappa,water,20,50.833333333333336,0.27699999999999997,0.008660254037844354,3
k_1s-100ug_mL,kappa,water,21,62.333333333333336,0.2753333333333334,0.00907377172587744,3
k_1s-100ug_mL,kappa,water,22,79.66666666666667,0.273,0.008185352771872458,3
k_1s-100ug_mL,kappa,water,23,102.66666666666667,0.27033333333333337,0.008504900548115396,3
k_1s-100ug_mL,kappa,water,24,125.66666666666667,0.267,0.009165151389911688,3
k_1s-100ug_mL,kappa,water,25,160.33333333333334,0.26366666666666666,0.010785793124908962,3
k_1s-100ug_mL,kappa,water,26,206.33333333333334,0.25933333333333336,0.012741009902410944,3
k_1s-100ug_mL,kappa,water,27,252.33333333333334,0.255,0.014933184523068091,3
k_1s-100ug_mL,kappa,water,28,321.3333333333333,0.249,0.018027756377319955,3
k_1s-100ug_mL,kappa,water,29,412.3333333333333,0.24233333333333332,0.02182506204649448,3
k_1s-100ug_mL,kappa,water,30,502.3333333333333,0.23666666666666666,0.025106440076867412,3
k_1s-100ug_mL,kappa,water,31,642.5,0.228,0.03004995840263344,3
k_1s-100ug_mL,kappa,water,32,825.8333333333334,0.21833333333333335,0.03550117368951812,3
k_1s-100ug_mL,kappa,water,33,1009.1666666666666,0.21,0.03999999999999999,3
k_1s-100ug_mL,kappa,water,34,1285.8333333333333,0.19766666666666666,0.04601449047129972,3
k_1s-100ug_mL,kappa,water,35,1651.1666666666667,0.18466666666666667,0.05253887449625594,3
k_1s-100ug_mL,kappa,water,36,2021.1666666666667,0.17266666666666666,0.05753549628997158,3
k_1s-100ug_mL,kappa,water,37,2571.3333333333335,0.15823333333333334,0.062668679045703,3
k_1s-100ug_mL,kappa,water,38,3308.0,0.14386666666666667,0.06470435327961584,3
k_1s-100ug_mL,kappa,water,39,4058.0,0.12746666666666667,0.0713123645192987,3
k_1s-100ug_mL,kappa,water,40,5138.0,0.11036666666666667,0.07495200686661654,3
k_1s-100ug_mL-mean,kappa,water,1,1.5,0.302,,1
k_1s-100ug_mL-mean,kappa,water,2,2.0,0.305,,1
k_1s-100ug_mL-mean,kappa,water,3,2.5,0.302,,1
k_1s-100ug_mL-mean,kappa,water,4,3.5,0.301,,1
k_1s-100ug_mL-mean,kappa,water,5,4.5,0.302,,1
k_1s-100ug_mL-mean,kappa,water,6,5.5,0.301,,1
k_1s-100ug_mL-mean,kappa,water,7,7.5,0.3,,1
k_1s-100ug_mL-mean,kappa,water,8,9.5,0.301,,1
k_1s-100ug_mL-mean,kappa,water,9,11.5,0.3,,1
k_1s-100ug_mL-mean,kappa,water,10,14.5,0.298,,1
k_1s-100ug_mL-mean,kappa,water,11,18.5,0.299,,1
k_1s-100ug_mL-mean,kappa,water,12,22.5,0.298,,1
k_1s-100ug_mL-mean,kappa,water,13,28.5,0.296,,1
k_1s-100ug_mL-mean,kappa,water,14,36.5,0.295,,1
k_1s-100ug_mL-mean,kappa,water,15,44.5,0.293,,1
k_1s-100ug_mL-mean,kappa,water,16,56.5,0.291,,1
k_1s-100ug_mL-mean,kappa,water,17,68.5,0.29,,1
k_1s-100ug_mL-mean,kappa,water,18,84.5,0.289,,1
k_1s-100ug_mL-mean,kappa,water,19,109.0,0.285,,1
k_1s-100ug_mL-mean,kappa,water,20,141.0,0.282,,1
k_1s-100ug_mL-mean,kappa,water,21,173.0,0.279,,1
k_1s-100ug_mL-mean,kappa,water,22,221.0,0.275,,1
k_1s-100ug_mL-mean,kappa,water,23,285.0,0.27,,1
k_1s-100ug_mL-mean,kappa,water,24,349.0,0.265,,1
k_1s-100ug_mL-mean,kappa,water,25,445.0,0.259,,1
k_1s-100ug_mL-mean,kappa,water,26,573.0,0.251,,1
k_1s-100ug_mL-mean,kappa,water,27,701.0,0.244,,1
k_1s-100ug_mL-mean,kappa,water,28,893.0,0.234,,1
k_1s-100ug_mL-mean,kappa,water,29,1150.0,0.223,,1
k_1s-100ug_mL-mean,kappa,water,30,1400.0,0.213,,1
k_1s-100ug_mL-mean,kappa,water,31,1790.0,0.199,,1
k_1s-100ug_mL-mean,kappa,water,32,2300.0,0.183,,1
k_1s-100ug_mL-mean,kappa,water,33,2810.0,0.17,,1
k_1s-100ug_mL-mean,kappa,water,34,3580.0,0.151,,1
k_1s-100ug_mL-mean,kappa,water,35,4600.0,0.131,,1
k_1s-100ug_mL-mean,kappa,water,36,5630.0,0.114,,1
k_1s-100ug_mL-mean,kappa,water,37,7160.0,0.0947,,1
k_1s-100ug_mL-mean,kappa,water,38,9210.0,0.0796,,1
k_1s-100ug_mL-mean,kappa,water,39,11300.0,0.0554,,1
k_1s-100ug_mL-mean,kappa,water,40,14300.0,0.0351,,1
k_1s-1mg_mL,kappa,water,1,0.4036666666666667,0.0647,0.051445796718488083,3
k_1s-1mg_mL,kappa,water,2,0.32866666666666666,0.05296666666666666,0.04253473090702859,3
k_1s-1mg_mL,kappa,water,3,0.25833333333333336,0.03933333333333334,0.0315487453527606,3
k_1s-1mg_mL,kappa,water,4,0.21066666666666667,0.026600000000000002,0.02133799428249994,3
k_1s-1mg_mL,kappa,water,5,0.19433333333333333,0.018013333333333336,0.01447489320628423,3
k_1s-1mg_mL,kappa,water,6,0.19133333333333336,0.010026666666666668,0.008044105502374601,3
k_1s-1mg_mL,kappa,water,7,0.18466666666666667,0.0046099999999999995,0.003695240181639077,3
k_1s-1mg_mL,kappa,water,8,0.17166666666666666,0.002126666666666667,0.001702948423568175,3
k_1s-1mg_mL,kappa,water,9,0.16433333333333333,0.000666,0.0005325852044508935,3
k_1s-1mg_mL,kappa,water,10,0.15433333333333332,0.5990278666666667,0.5188765999056552,3
k_1s-1mg_mL,kappa,water,11,0.147,0.9010000000000001,0.01442220510185597,3
k_1s-1mg_mL,kappa,water,12,0.14366666666666666,0.8996666666666666,0.01401189970465576,3
k_1s-1mg_mL,kappa,water,13,0.14666666666666667,0.898,0.014933184523068112,3
k_1s-1mg_mL,kappa,water,14,0.12266666666666666,0.8973333333333334,0.014571661996262905,3
k_1s-1mg_mL,kappa,water,15,0.11523333333333334,0.8963333333333333,0.014571661996262995,3
k_1s-1mg_mL,kappa,water,16,0.10163333333333334,0.894,0.015132745950421592,3
k_1s-1mg_mL,kappa,water,17,0.08786666666666666,0.8923333333333333,0.015307950004273376,3
k_1s-1mg_mL,kappa,water,18,0.05203333333333333,0.89,0.015132745950421592,3
k_1s-1mg_mL,kappa,water,19,1.0096666666666667,0.8873333333333333,0.015307950004273376,3
k_1s-1mg_mL,kappa,water,20,1.3407,0.8846666666666666,0.01569500982265803,3
k_1s-1mg_mL,kappa,water,21,2.1666666666666665,0.8809999999999999,0.015132745950421547,3
k_1s-1mg_mL,kappa,water,22,3.0,0.8776666666666667,0.01550268793897803,3
k_1s-1mg_mL,kappa,water,23,3.8333333333333335,0.8729999999999999,0.015716233645501725,3
k_1s-1mg_mL,kappa,water,24,4.833333333333333,0.868,0.01587450786638756,3
k_1s-1mg_mL,kappa,water,25,6.5,0.862,0.015716233645501725,3
k_1s-1mg_mL,kappa,water,26,8.166666666666666,0.8563333333333333,0.01607275126832157,3
k_1s-1mg_mL,kappa,water,27,10.166666666666666,0.8486666666666666,0.016289055630494185,3
k_1s-1mg_mL,kappa,water,28,12.833333333333334,0.8396666666666667,0.01703917055884271,3
k_1s-1mg_mL,kappa,water,29,16.166666666666668,0.828,0.01819340539866025,3
k_1s-1mg_mL,kappa,water,30,19.833333333333332,0.816,0.018193405398660253,3
k_1s-1mg_mL,kappa,water,31,25.166666666666668,0.8013333333333333,0.01939931270260193,3
k_1s-1mg_mL,kappa,water,32,31.833333333333332,0.7833333333333333,0.02122105872319607,3
k_1s-1mg_mL,kappa,water,33,39.166666666666664,0.7643333333333334,0.021126602503321087,3
k_1s-1mg_mL,kappa,water,34,49.833333333333336,0.7413333333333334,0.0247857485933618,3
k_1s-1mg_mL,kappa,water,35,60.5,0.7120000000000001,0.028160255680657394,3
k_1s-1mg_mL,kappa,water,36,75.16666666666667,0.6813333333333333,0.02893671255228092,3
k_1s-1mg_mL,kappa,water,37,95.5,0.6436666666666667,0.036363901514184886,3
k_1s-1mg_mL,kappa,water,38,122.16666666666667,0.5953333333333334,0.04463556130859488,3
k_1s-1mg_mL,kappa,water,39,151.66666666666666,0.5439999999999999,0.04948737212663452,3
k_1s-1mg_mL,kappa,water,40,194.33333333333334,0.482,0.06504613747179772,3
k_1s-1mg_mL-mean,kappa,water,1,0.461,0.124,,1
k_1s-1mg_mL-mean,kappa,water,2,0.405,0.102,,1
k_1s-1mg_mL-mean,kappa,water,3,0.337,0.0757,,1
k_1s-1mg_mL-mean,kappa,water,4,0.276,0.0512,,1
k_1s-1mg_mL-mean,kappa,water,5,0.241,0.0347,,1
k_1s-1mg_mL-mean,kappa,water,6,0.235,0.0193,,1
k_1s-1mg_mL-mean,kappa,water,7,0.228,0.00887,,1
k_1s-1mg_mL-mean,kappa,water,8,0.211,0.00409,,1
k_1s-1mg_mL-mean,kappa,water,9,0.201,0.00128,,1
k_1s-1mg_mL-mean,kappa,water,10,0.188,0.912,,1
k_1s-1mg_mL-mean,kappa,water,11,0.173,0.913,,1
k_1s-1mg_mL-mean,kappa,water,12,0.182,0.911,,1
k_1s-1mg_mL-mean,kappa,water,13,0.193,0.909,,1
k_1s-1mg_mL-mean,kappa,water,14,0.153,0.909,,1
k_1s-1mg_mL-mean,kappa,water,15,0.148,0.908,,1
k_1s-1mg_mL-mean,kappa,water,16,0.145,0.906,,1
k_1s-1mg_mL-mean,kappa,water,17,0.116,0.904,,1
k_1s-1mg_mL-mean,kappa,water,18,0.0443,0.902,,1
k_1s-1mg_mL-mean,kappa,water,19,1.5,0.899,,1
k_1s-1mg_mL-mean,kappa,water,20,2.0,0.897,,1
k_1s-1mg_mL-mean,kappa,water,21,2.5,0.893,,1
k_1s-1mg_mL-mean,kappa,water,22,3.5,0.889,,1
k_1s-1mg_mL-mean,kappa,water,23,4.5,0.884,,1
k_1s-1mg_mL-mean,kappa,water,24,5.5,0.88,,1
k_1s-1mg_mL-mean,kappa,water,25,7.5,0.873,,1
k_1s-1mg_mL-mean,kappa,water,26,9.5,0.868,,1
k_1s-1mg_mL-mean,kappa,water,27,11.5,0.86,,1
k_1s-1mg_mL-mean,kappa,water,28,14.5,0.85,,1
k_1s-1mg_mL-mean,kappa,water,29,18.5,0.838,,1
k_1s-1mg_mL-mean,kappa,water,30,22.5,0.827,,1
k_1s-1mg_mL-mean,kappa,water,31,28.5,0.811,,1
k_1s-1mg_mL-mean,kappa,water,32,36.5,0.793,,1
k_1s-1mg_mL-mean,kappa,water,33,44.5,0.775,,1
k_1s-1mg_mL-mean,kappa,water,34,56.5,0.752,,1
k_1s-1mg_mL-mean,kappa,water,35,68.5,0.723,,1
k_1s-1mg_mL-mean,kappa,water,36,84.5,0.696,,1
k_1s-1mg_mL-mean,kappa,water,37,109.0,0.66,,1
k_1s-1mg_mL-mean,kappa,water,38,141.0,0.617,,1
k_1s-1mg_mL-mean,kappa,water,39,173.0,0.576,,1
k_1s-1mg_mL-mean,kappa,water,40,221.0,0.523,,1
