sample_base,carrageenan,matrix,point_index,delay_time_mean,corr_mean,corr_std,n
aMEM_10pct-Ctrl,,medium,139,655000.0,0.0006153333333333333,0.0006920623767647923,3
aMEM_10pct-Ctrl,,medium,140,721000.0,0.000578,0.0007118981668750103,3
aMEM_10pct-Ctrl,,medium,141,786000.0,0.000548,0.0006538287237495764,3
aMEM_10pct-Ctrl,,medium,142,852000.0,0.0005443333333333333,0.0006890677276823618,3
aMEM_10pct-Ctrl,,medium,143,918000.0,0.0006623333333333334,0.0006495431728017264,3
aMEM_10pct-Ctrl,,medium,144,983000.0,0.0004906666666666666,0.0005607863526632343,3
aMEM_10pct-Ctrl,,medium,145,1050000.0,0.00025883333333333335,0.0002341539735587106,3
aMEM_10pct-Ctrl,,medium,146,1180000.0,0.0004306333333333333,0.0003954956426224356,3
aMEM_10pct-Ctrl,,medium,147,1310000.0,0.00048266666666666667,0.0005033381898220453,3
aMEM_10pct-Ctrl,,medium,148,1440000.0,0.00046699999999999997,0.000398692864245148,3
aMEM_10pct-Ctrl,,medium,149,1570000.0,0.0004953333333333334,0.0004593281325298216,3
aMEM_10pct-Ctrl,,medium,150,1700000.0,0.00043233333333333334,0.0003405059960313964,3
aMEM_10pct-Ctrl,,medium,151,1840000.0,0.00036993333333333334,0.0004146097120586219,3
aMEM_10pct-Ctrl,,medium,152,1970000.0,0.00041653333333333334,0.0005487819724930232,3
aMEM_10pct-Ctrl,,medium,153,2100000.0,0.0007956666666666666,0.000459837290063924,3
aMEM_10pct-Ctrl,,medium,154,2360000.0,0.0007453333333333334,0.0009741382516528817,3
aMEM_10pct-Ctrl,,medium,155,2620000.0,0.0008773333333333334,0.0010009042578255592,3
aMEM_10pct-Ctrl,,medium,156,2880000.0,0.000892,0.0009378080827120227,3
aMEM_10pct-Ctrl,,medium,157,3150000.0,0.0009286666666666666,0.0008935716721860274,3
aMEM_10pct-Ctrl,,medium,158,3410000.0,0.000892,0.0006198782138452682,3
aMEM_10pct-Ctrl,,medium,159,3670000.0,0.0009903333333333333,0.0010216419790383192,3
aMEM_10pct-Ctrl,,medium,160,3930000.0,0.000829,0.0010668462869598415,3
aMEM_10pct-Ctrl,,medium,161,4190000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,162,4720000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,163,5240000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,164,5770000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,165,6290000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,166,6820000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,167,7340000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,168,7860000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,169,8390000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,170,9440000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,171,10500000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,172,11500000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,173,12600000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,174,13600000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,175,14700000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,176,15700000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,177,16800000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,178,18900000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,179,21000000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,180,23100000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,181,25200000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,182,27300000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,183,29400000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,184,31500000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,185,33600000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,186,37700000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,187,41900000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,188,46100000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,189,50300000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,190,54500000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,191,58700000.0,0.0,0.0,3
aMEM_10pct-Ctrl,,medium,192,62900000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,1,0.5,0.843,0.004582575694955868,3
aMEM_10pct-L_3s,lambda,medium,2,1.0,0.8406666666666666,0.003214550253664373,3
aMEM_10pct-L_3s,lambda,medium,3,1.5,0.8266666666666667,0.003055050463303899,3
aMEM_10pct-L_3s,lambda,medium,4,2.0,0.8133333333333334,0.001527525231651912,3
aMEM_10pct-L_3s,lambda,medium,5,2.5,0.8003333333333335,0.002081665999466139,3
aMEM_10pct-L_3s,lambda,medium,6,3.0,0.7883333333333334,0.0032145502536643153,3
aMEM_10pct-L_3s,lambda,medium,7,3.5,0.7756666666666666,0.003055050463303899,3
aMEM_10pct-L_3s,lambda,medium,8,4.0,0.765,0.0010000000000000009,3
aMEM_10pct-L_3s,lambda,medium,9,4.5,0.7523333333333334,0.0032145502536643153,3
aMEM_10pct-L_3s,lambda,medium,10,5.5,0.7306666666666667,0.0025166114784236186,3
aMEM_10pct-L_3s,lambda,medium,11,6.5,0.71,0.0026457513110646137,3
aMEM_10pct-L_3s,lambda,medium,12,7.5,0.69,0.002999999999999975,3
aMEM_10pct-L_3s,lambda,medium,13,8.5,0.6709999999999999,0.0020000000000000018,3
aMEM_10pct-L_3s,lambda,medium,14,9.5,0.6536666666666667,0.0037859388972001956,3
aMEM_10pct-L_3s,lambda,medium,15,10.5,0.636,0.0034641016151377574,3
aMEM_10pct-L_3s,lambda,medium,16,11.5,0.6206666666666667,0.0025166114784235544,3
aMEM_10pct-L_3s,lambda,medium,17,12.5,0.605,0.0020000000000000018,3
aMEM_10pct-L_3s,lambda,medium,18,14.5,0.5756666666666667,0.002081665999466139,3
aMEM_10pct-L_3s,lambda,medium,19,16.5,0.5486666666666667,0.0028867513459481233,3
aMEM_10pct-L_3s,lambda,medium,20,18.5,0.525,0.002645751311064572,3
aMEM_10pct-L_3s,lambda,medium,21,20.5,0.503,0.002645751311064572,3
aMEM_10pct-L_3s,lambda,medium,22,22.5,0.48166666666666663,0.0020816659994661326,3
aMEM_10pct-L_3s,lambda,medium,23,24.5,0.4633333333333334,0.0015275252316519542,3
aMEM_10pct-L_3s,lambda,medium,24,26.5,0.44533333333333336,0.0023094010767585093,3
aMEM_10pct-L_3s,lambda,medium,25,28.5,0.429,0.002645751311064593,3
aMEM_10pct-L_3s,lambda,medium,26,32.5,0.3993333333333333,0.0023094010767585093,3
aMEM_10pct-L_3s,lambda,medium,27,36.5,0.37233333333333335,0.0023094010767585093,3
aMEM_10pct-L_3s,lambda,medium,28,40.5,0.3486666666666666,0.0020816659994661326,3
aMEM_10pct-L_3s,lambda,medium,29,44.5,0.32866666666666666,0.002081665999466129,3
aMEM_10pct-L_3s,lambda,medium,30,48.5,0.3093333333333333,0.0025166114784235917,3
aMEM_10pct-L_3s,lambda,medium,31,52.5,0.29266666666666663,0.002516611478423578,3
aMEM_10pct-L_3s,lambda,medium,32,56.5,0.2773333333333334,0.0025166114784235917,3
aMEM_10pct-L_3s,lambda,medium,33,60.5,0.263,0.0030000000000000027,3
aMEM_10pct-L_3s,lambda,medium,34,68.5,0.23766666666666666,0.0023094010767585093,3
aMEM_10pct-L_3s,lambda,medium,35,76.5,0.21566666666666667,0.0023094010767585093,3
aMEM_10pct-L_3s,lambda,medium,36,84.5,0.19699999999999998,0.0020000000000000018,3
aMEM_10pct-L_3s,lambda,medium,37,92.5,0.18066666666666667,0.002516611478423589,3
aMEM_10pct-L_3s,lambda,medium,38,101.0,0.166,0.002645751311064593,3
aMEM_10pct-L_3s,lambda,medium,39,109.0,0.15366666666666665,0.002516611478423589,3
aMEM_10pct-L_3s,lambda,medium,40,117.0,0.142,0.0019999999999999844,3
aMEM_10pct-L_3s,lambda,medium,41,125.0,0.13166666666666668,0.0015275252316519518,3
aMEM_10pct-L_3s,lambda,medium,42,141.0,0.114,0.0020000000000000018,3
aMEM_10pct-L_3s,lambda,medium,43,157.0,0.0994,0.0026,3
aMEM_10pct-L_3s,lambda,medium,44,173.0,0.08686666666666666,0.0017502380790433434,3
aMEM_10pct-L_3s,lambda,medium,45,189.0,0.07646666666666667,0.001750238079043345,3
aMEM_10pct-L_3s,lambda,medium,46,205.0,0.06773333333333333,0.0013203534880225627,3
aMEM_10pct-L_3s,lambda,medium,47,221.0,0.06023333333333333,0.0018448125469362274,3
aMEM_10pct-L_3s,lambda,medium,48,237.0,0.05406666666666667,0.0015695009822658073,3
aMEM_10pct-L_3s,lambda,medium,49,253.0,0.04876666666666666,0.0011930353445448825,3
aMEM_10pct-L_3s,lambda,medium,50,285.0,0.03946666666666667,0.001350308606701941,3
aMEM_10pct-L_3s,lambda,medium,51,317.0,0.0324,0.001081665382639196,3
aMEM_10pct-L_3s,lambda,medium,52,349.0,0.027200000000000002,0.0008544003745317532,3
aMEM_10pct-L_3s,lambda,medium,53,381.0,0.0226,0.0010583005244258373,3
aMEM_10pct-L_3s,lambda,medium,54,413.0,0.019066666666666666,0.0011590225767142486,3
aMEM_10pct-L_3s,lambda,medium,55,445.0,0.016,0.0012489995996796794,3
aMEM_10pct-L_3s,lambda,medium,56,477.0,0.0134,0.0014106735979665889,3
aMEM_10pct-L_3s,lambda,medium,57,509.0,0.011466666666666667,0.0010016652800877812,3
aMEM_10pct-L_3s,lambda,medium,58,573.0,0.008296666666666667,0.0013555195805790988,3
aMEM_10pct-L_3s,lambda,medium,59,637.0,0.006430000000000001,0.001074057726567804,3
aMEM_10pct-L_3s,lambda,medium,60,701.0,0.00411,0.0006954854419756032,3
aMEM_10pct-L_3s,lambda,medium,61,765.0,0.0024233333333333333,0.0006206716791777544,3
aMEM_10pct-L_3s,lambda,medium,62,829.0,0.0018199999999999998,0.0007217340230306452,3
aMEM_10pct-L_3s,lambda,medium,63,893.0,0.0017000000000000001,0.00015394804318340672,3
aMEM_10pct-L_3s,lambda,medium,64,957.0,0.0013673333333333332,0.0006026618731372788,3
aMEM_10pct-L_3s,lambda,medium,65,1020.0,0.0009573333333333334,0.0004364966590173782,3
aMEM_10pct-L_3s,lambda,medium,66,1150.0,0.0006980000000000002,0.0003669495878182724,3
aMEM_10pct-L_3s,lambda,medium,67,1280.0,0.0005121666666666666,0.0004855616164127198,3
aMEM_10pct-L_3s,lambda,medium,68,1400.0,0.0007653333333333333,0.0003311152870728461,3
aMEM_10pct-L_3s,lambda,medium,69,1530.0,0.000774,0.00018630083198955394,3
aMEM_10pct-L_3s,lambda,medium,70,1660.0,0.0008636666666666667,0.0004214265455964223,3
aMEM_10pct-L_3s,lambda,medium,71,1790.0,0.00023649999999999998,0.00012389612584742107,3
aMEM_10pct-L_3s,lambda,medium,72,1920.0,0.0003965333333333333,0.00035016803585326473,3
aMEM_10pct-L_3s,lambda,medium,73,2040.0,0.0004229,0.00037121305203346506,3
aMEM_10pct-L_3s,lambda,medium,74,2300.0,0.000416,0.00028889617512179003,3
aMEM_10pct-L_3s,lambda,medium,75,2560.0,0.0004686666666666667,0.0004309180123101532,3
aMEM_10pct-L_3s,lambda,medium,76,2810.0,0.0007707666666666667,0.0008863746743524058,3
aMEM_10pct-L_3s,lambda,medium,77,3070.0,0.0007099,0.0007098678961609688,3
aMEM_10pct-L_3s,lambda,medium,78,3320.0,0.00046166666666666665,0.0003208057563905818,3
aMEM_10pct-L_3s,lambda,medium,79,3580.0,0.00072,0.0005337452575901728,3
aMEM_10pct-L_3s,lambda,medium,80,3840.0,0.0007923333333333333,0.0005211183486822675,3
aMEM_10pct-L_3s,lambda,medium,81,4090.0,0.0007293333333333332,0.00012055842290496886,3
aMEM_10pct-L_3s,lambda,medium,82,4600.0,0.00038633333333333336,0.00015685768496740392,3
aMEM_10pct-L_3s,lambda,medium,83,5120.0,0.0005933333333333333,0.00021875633324165342,3
aMEM_10pct-L_3s,lambda,medium,84,5630.0,0.000539,0.00023700632902941642,3
aMEM_10pct-L_3s,lambda,medium,85,6140.0,0.000257,4.635730794599704e-05,3
aMEM_10pct-L_3s,lambda,medium,86,6650.0,0.00024299999999999997,6.322183167229498e-05,3
aMEM_10pct-L_3s,lambda,medium,87,7160.0,0.000661,0.0002841214529035075,3
aMEM_10pct-L_3s,lambda,medium,88,7680.0,0.0004696666666666667,5.7326549986313754e-05,3
aMEM_10pct-L_3s,lambda,medium,89,8190.0,0.0003903333333333334,0.00020974349413827677,3
aMEM_10pct-L_3s,lambda,medium,90,9210.0,0.0007453333333333334,0.00021525411339468834,3
aMEM_10pct-L_3s,lambda,medium,91,10200.0,0.0005476666666666667,0.0002282812592687655,3
aMEM_10pct-L_3s,lambda,medium,92,11300.0,0.0006979999999999999,0.00023858541447456505,3
aMEM_10pct-L_3s,lambda,medium,93,12300.0,0.0003316666666666667,0.00022300298951658326,3
aMEM_10pct-L_3s,lambda,medium,94,13300.0,0.0005626666666666667,0.000283974177229785,3
aMEM_10pct-L_3s,lambda,medium,95,14300.0,0.0005576666666666667,0.0002415809043226168,3
aMEM_10pct-L_3s,lambda,medium,96,15400.0,0.00039333333333333337,0.0001936216241366995,3
aMEM_10pct-L_3s,lambda,medium,97,16400.0,0.00033399999999999993,0.0003025838726700417,3
aMEM_10pct-L_3s,lambda,medium,98,18400.0,0.0003966666666666667,7.023769168568492e-05,3
aMEM_10pct-L_3s,lambda,medium,99,20500.0,0.00022233333333333336,0.000118812176704803,3
aMEM_10pct-L_3s,lambda,medium,100,22500.0,0.0005904333333333333,0.0004689024027805076,3
aMEM_10pct-L_3s,lambda,medium,101,24600.0,0.0005466666666666667,0.00025455123911176185,3
aMEM_10pct-L_3s,lambda,medium,102,26600.0,0.00032033333333333333,0.000140118997046558,3
aMEM_10pct-L_3s,lambda,medium,103,28700.0,0.00018765966666666668,0.00016316020801755964,3
aMEM_10pct-L_3s,lambda,medium,104,30700.0,0.00034284,0.0002932394189054398,3
aMEM_10pct-L_3s,lambda,medium,105,32800.0,0.00019126666666666666,0.0001950046495172188,3
aMEM_10pct-L_3s,lambda,medium,106,36900.0,0.00026366666666666666,0.00012341123665749943,3
aMEM_10pct-L_3s,lambda,medium,107,41000.0,0.00023866666666666665,0.0001447975598321095,3
aMEM_10pct-L_3s,lambda,medium,108,45100.0,0.00022266666666666667,5.577036249956901e-05,3
aMEM_10pct-L_3s,lambda,medium,109,49100.0,0.0001953333333333333,4.366157731156003e-05,3
aMEM_10pct-L_3s,lambda,medium,110,53200.0,0.000125,1.4730919862656243e-05,3
aMEM_10pct-L_3s,lambda,medium,111,57300.0,0.00025383333333333334,0.00016859443446725437,3
aMEM_10pct-L_3s,lambda,medium,112,61400.0,0.00022876666666666668,0.00018033874606787455,3
aMEM_10pct-L_3s,lambda,medium,113,65500.0,0.00016576166666666667,0.00023204125798730995,3
aMEM_10pct-L_3s,lambda,medium,114,73700.0,0.00022633333333333335,0.00012681219710001612,3
aMEM_10pct-L_3s,lambda,medium,115,81900.0,0.00021893333333333333,0.00020228695789233008,3
aMEM_10pct-L_3s,lambda,medium,116,90100.0,8.46e-05,4.64e-05,3
aMEM_10pct-L_3s,lambda,medium,117,98300.0,0.00028566666666666665,5.315386470740704e-05,3
aMEM_10pct-L_3s,lambda,medium,118,106000.0,0.00020866666666666668,6.838372125976571e-05,3
aMEM_10pct-L_3s,lambda,medium,119,115000.0,0.00017866666666666668,6.445411804790545e-05,3
aMEM_10pct-L_3s,lambda,medium,120,123000.0,0.00021433333333333333,9.600173609541305e-05,3
aMEM_10pct-L_3s,lambda,medium,121,131000.0,0.0001313,0.00010661880697137818,3
aMEM_10pct-L_3s,lambda,medium,122,147000.0,0.00012526666666666668,0.00011269078637285895,3
aMEM_10pct-L_3s,lambda,medium,123,164000.0,0.0001389,5.696428705776981e-05,3
aMEM_10pct-L_3s,lambda,medium,124,180000.0,5.9233333333333334e-05,5.149022560965658e-05,3
aMEM_10pct-L_3s,lambda,medium,125,197000.0,0.00012763333333333334,9.99670112253704e-05,3
aMEM_10pct-L_3s,lambda,medium,126,213000.0,0.00016793333333333334,0.00010146533069641734,3
aMEM_10pct-L_3s,lambda,medium,127,229000.0,0.00011433333333333333,0.00010176607162180003,3
aMEM_10pct-L_3s,lambda,medium,128,246000.0,0.0001459,0.00010088344760167548,3
aMEM_10pct-L_3s,lambda,medium,129,262000.0,0.00015096666666666666,0.00014996540712222046,3
aMEM_10pct-L_3s,lambda,medium,130,295000.0,0.00023533333333333335,5.704676444228309e-05,3
aMEM_10pct-L_3s,lambda,medium,131,328000.0,0.00022633333333333335,0.00013308017633491975,3
aMEM_10pct-L_3s,lambda,medium,132,360000.0,0.00015033333333333335,3.350124375800595e-05,3
aMEM_10pct-L_3s,lambda,medium,133,393000.0,0.000197,0.00013523313203501574,3
aMEM_10pct-L_3s,lambda,medium,134,426000.0,0.00017133333333333334,4.26653645634645e-05,3
aMEM_10pct-L_3s,lambda,medium,135,459000.0,0.00017266666666666667,6.553116307020143e-05,3
aMEM_10pct-L_3s,lambda,medium,136,492000.0,0.0001606,9.587637873845674e-05,3
aMEM_10pct-L_3s,lambda,medium,137,524000.0,0.00025266666666666666,7.710598766200543e-05,3
aMEM_10pct-L_3s,lambda,medium,138,590000.0,0.00015820000000000002,0.00011092754391944321,3
aMEM_10pct-L_3s,lambda,medium,139,655000.0,0.00012966666666666666,2.6083200212652834e-05,3
aMEM_10pct-L_3s,lambda,medium,140,721000.0,0.00014066666666666665,3.098924544633723e-05,3
aMEM_10pct-L_3s,lambda,medium,141,786000.0,0.00021633333333333335,5.1733290377989036e-05,3
aMEM_10pct-L_3s,lambda,medium,142,852000.0,0.00014156666666666665,4.0317035274599905e-05,3
aMEM_10pct-L_3s,lambda,medium,143,918000.0,0.00015866666666666666,5.305029060555026e-05,3
aMEM_10pct-L_3s,lambda,medium,144,983000.0,5.095999999999999e-05,3.8661438152246745e-05,3
aMEM_10pct-L_3s,lambda,medium,145,1050000.0,0.00019300000000000003,0.00010250365847129556,3
aMEM_10pct-L_3s,lambda,medium,146,1180000.0,0.0002577666666666667,0.00020457703520516016,3
aMEM_10pct-L_3s,lambda,medium,147,1310000.0,0.00035200000000000005,0.0001400428505850977,3
aMEM_10pct-L_3s,lambda,medium,148,1440000.0,0.00035733333333333336,0.00012587824805475063,3
aMEM_10pct-L_3s,lambda,medium,149,1570000.0,0.00023066666666666664,3.1785741037976975e-05,3
aMEM_10pct-L_3s,lambda,medium,150,1700000.0,0.00026700000000000004,6.17980582219215e-05,3
aMEM_10pct-L_3s,lambda,medium,151,1840000.0,0.00023236666666666666,0.0001393158402096952,3
aMEM_10pct-L_3s,lambda,medium,152,1970000.0,0.00027233333333333336,0.00010777909506640578,3
aMEM_10pct-L_3s,lambda,medium,153,2100000.0,0.0005563333333333333,0.00027961103936242096,3
aMEM_10pct-L_3s,lambda,medium,154,2360000.0,0.0004036666666666667,0.00032298039156167566,3
aMEM_10pct-L_3s,lambda,medium,155,2620000.0,0.0003412,0.00029796798485743394,3
aMEM_10pct-L_3s,lambda,medium,156,2880000.0,0.00046033333333333326,0.0001045434518912272,3
aMEM_10pct-L_3s,lambda,medium,157,3150000.0,0.00037499999999999995,0.00012079735096433198,3
aMEM_10pct-L_3s,lambda,medium,158,3410000.0,0.00038166666666666666,0.0002494921508451385,3
aMEM_10pct-L_3s,lambda,medium,159,3670000.0,0.000311,0.00018166177363441107,3
aMEM_10pct-L_3s,lambda,medium,160,3930000.0,0.0004893333333333334,0.0002932138014032309,3
aMEM_10pct-L_3s,lambda,medium,161,4190000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,162,4720000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,163,5240000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,164,5770000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,165,6290000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,166,6820000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,167,7340000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,168,7860000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,169,8390000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,170,9440000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,171,10500000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,172,11500000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,173,12600000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,174,13600000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,175,14700000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,176,15700000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,177,16800000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,178,18900000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,179,21000000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,180,23100000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,181,25200000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,182,27300000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,183,29400000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,184,31500000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,185,33600000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,186,37700000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,187,41900000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,188,46100000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,189,50300000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,190,54500000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,191,58700000.0,0.0,0.0,3
aMEM_10pct-L_3s,lambda,medium,192,62900000.0,0.0,0.0,3
aMEM_10pct-i_2s,iota,medium,1,0.5,0.826,0.0020000000000000018,3
aMEM_10pct-i_2s,iota,medium,2,1.0,0.8203333333333332,0.002309401076758497,3
aMEM_10pct-i_2s,iota,medium,3,1.5,0.8006666666666667,0.0015275252316519874,3
aMEM_10pct-i_2s,iota,medium,4,2.0,0.7879999999999999,0.0040000000000000036,3
aMEM_10pct-i_2s,iota,medium,5,2.5,0.773,0.0034641016151377574,3
aMEM_10pct-i_2s,iota,medium,6,3.0,0.7586666666666666,0.003055050463303899,3
aMEM_10pct-i_2s,iota,medium,7,3.5,0.7463333333333333,0.0057735026918962545,3
aMEM_10pct-i_2s,iota,medium,8,4.0,0.7326666666666667,0.0028867513459481715,3
aMEM_10pct-i_2s,iota,medium,9,4.5,0.719,0.0036055512754639618,3
aMEM_10pct-i_2s,iota,medium,10,5.5,0.6963333333333334,0.004163331998932258,3
aMEM_10pct-i_2s,iota,medium,11,6.5,0.6723333333333334,0.004041451884327344,3
aMEM_10pct-i_2s,iota,medium,12,7.5,0.6503333333333333,0.005131601439446943,3
aMEM_10pct-i_2s,iota,medium,13,8.5,0.6286666666666667,0.0037859388972001956,3
aMEM_10pct-i_2s,iota,medium,14,9.5,0.6096666666666667,0.006350852961085841,3
aMEM_10pct-i_2s,iota,medium,15,10.5,0.5903333333333333,0.004509249752822954,3
aMEM_10pct-i_2s,iota,medium,16,11.5,0.5736666666666667,0.006429100507328652,3
aMEM_10pct-i_2s,iota,medium,17,12.5,0.557,0.006244997998398352,3
aMEM_10pct-i_2s,iota,medium,18,14.5,0.5256666666666666,0.005507570547286148,3
aMEM_10pct-i_2s,iota,medium,19,16.5,0.4963333333333333,0.005131601439446895,3
aMEM_10pct-i_2s,iota,medium,20,18.5,0.4713333333333333,0.006110100926607768,3
aMEM_10pct-i_2s,iota,medium,21,20.5,0.44733333333333336,0.006806859285554057,3
aMEM_10pct-i_2s,iota,medium,22,22.5,0.425,0.006244997998398403,3
aMEM_10pct-i_2s,iota,medium,23,24.5,0.4046666666666667,0.00602771377334167,3
aMEM_10pct-i_2s,iota,medium,24,26.5,0.38533333333333336,0.004932882862316257,3
aMEM_10pct-i_2s,iota,medium,25,28.5,0.36866666666666664,0.0055075705472861025,3
aMEM_10pct-i_2s,iota,medium,26,32.5,0.3363333333333334,0.004932882862316257,3
aMEM_10pct-i_2s,iota,medium,27,36.5,0.3096666666666667,0.0055075705472861025,3
aMEM_10pct-i_2s,iota,medium,28,40.5,0.286,0.005291502622129186,3
aMEM_10pct-i_2s,iota,medium,29,44.5,0.26466666666666666,0.005686240703077326,3
aMEM_10pct-i_2s,iota,medium,30,48.5,0.246,0.005291502622129186,3
aMEM_10pct-i_2s,iota,medium,31,52.5,0.229,0.005291502622129157,3
aMEM_10pct-i_2s,iota,medium,32,56.5,0.214,0.005291502622129186,3
aMEM_10pct-i_2s,iota,medium,33,60.5,0.20066666666666666,0.005507570547286103,3
aMEM_10pct-i_2s,iota,medium,34,68.5,0.17699999999999996,0.005291502622129186,3
aMEM_10pct-i_2s,iota,medium,35,76.5,0.157,0.005196152422706636,3
aMEM_10pct-i_2s,iota,medium,36,84.5,0.1396666666666667,0.00472581562625261,3
aMEM_10pct-i_2s,iota,medium,37,92.5,0.12566666666666668,0.004725815626252615,3
aMEM_10pct-i_2s,iota,medium,38,101.0,0.113,0.0036055512754639926,3
aMEM_10pct-i_2s,iota,medium,39,109.0,0.10259999999999998,0.0041327956639543644,3
aMEM_10pct-i_2s,iota,medium,40,117.0,0.09306666666666667,0.0037447741364911875,3
aMEM_10pct-i_2s,iota,medium,41,125.0,0.0851,0.0037040518354904254,3
aMEM_10pct-i_2s,iota,medium,42,141.0,0.07073333333333333,0.0033724372986511245,3
aMEM_10pct-i_2s,iota,medium,43,157.0,0.05976666666666667,0.0028112867753634363,3
aMEM_10pct-i_2s,iota,medium,44,173.0,0.05093333333333333,0.002592939130279257,3
aMEM_10pct-i_2s,iota,medium,45,189.0,0.043533333333333334,0.002490649179096354,3
aMEM_10pct-i_2s,iota,medium,46,205.0,0.03743333333333334,0.002482606157515387,3
aMEM_10pct-i_2s,iota,medium,47,221.0,0.0328,0.0020297783130184465,3
aMEM_10pct-i_2s,iota,medium,48,237.0,0.028633333333333334,0.0017243356208503423,3
aMEM_10pct-i_2s,iota,medium,49,253.0,0.02563333333333333,0.0018147543451754922,3
aMEM_10pct-i_2s,iota,medium,50,285.0,0.0202,0.0014422205101855944,3
aMEM_10pct-i_2s,iota,medium,51,317.0,0.0161,0.0011789826122551583,3
aMEM_10pct-i_2s,iota,medium,52,349.0,0.012833333333333334,0.001530795000427338,3
aMEM_10pct-i_2s,iota,medium,53,381.0,0.01039,0.0016876907299620987,3
aMEM_10pct-i_2s,iota,medium,54,413.0,0.00903,0.0018883590760234135,3
aMEM_10pct-i_2s,iota,medium,55,445.0,0.007806666666666667,0.002159660467141383,3
aMEM_10pct-i_2s,iota,medium,56,477.0,0.006483333333333333,0.0019301899733791313,3
aMEM_10pct-i_2s,iota,medium,57,509.0,0.00586,0.0016000937472535788,3
aMEM_10pct-i_2s,iota,medium,58,573.0,0.00481,0.0014945233353815522,3
aMEM_10pct-i_2s,iota,medium,59,637.0,0.003783333333333333,0.0012175932544710214,3
aMEM_10pct-i_2s,iota,medium,60,701.0,0.0025033333333333335,0.001133151946269049,3
aMEM_10pct-i_2s,iota,medium,61,765.0,0.0019633333333333334,0.0008357830659527228,3
